code,lat,lon
F44,32.1638,-95.8284
F45,26.8444,-80.2213
F46,32.9306,-96.4355
F47,29.6460,-84.9166
F49,33.4848,-101.6610
F51,32.9388,-95.2789
F53,33.2154,-95.2374
F56,32.9091,-99.7360
F57,28.0575,-81.7628
F62,40.5471,-123.1820
F68,35.0522,-98.2643
F69,33.0235,-96.8369
F70,33.5742,-117.1280
F72,38.3049,-121.4300
F75,33.4369,-99.8158
F78,32.5729,-97.8725
F81,35.4053,-96.3055
F82,33.4856,-101.8130
F85,33.7293,-102.7340
F86,32.1222,-92.0545
F87,32.7250,-92.3372
F88,32.2020,-92.7329
F89,32.1530,-91.6986
F92,35.8765,-97.9529
F95,30.4869,-85.1138
F98,33.2173,-102.8300
F99,35.0859,-96.4167
FA02,26.3098,-81.2273
FA05,24.9349,-80.6009
FA07,28.6211,-81.6392
FA08,28.1668,-81.8096
FA09,29.3408,-82.2637
FA1,28.8005,-81.7277
FA11,30.6224,-83.2593
FA13,28.4475,-80.7224
FA17,28.2894,-81.4050
FA18,28.4511,-81.0003
FA25,30.5009,-84.0781
FA26,30.5372,-84.4519
FA29,30.1308,-83.5494
FA30,29.2792,-82.5000
FA32,30.1033,-83.4503
FA35,25.6195,-80.4887
FA36,29.5127,-82.8748
FA37,26.1165,-81.7023
FA38,29.1236,-81.8870
FA40,28.2825,-82.6457
FA42,28.5329,-81.8467
FA43,29.8107,-84.5885
FA44,26.5481,-80.2148
FA49,29.0969,-82.1783
FA50,29.3614,-82.1498
FA51,26.7390,-81.5062
FA54,26.8545,-82.2512
FA55,30.7797,-85.7683
FA60,27.2389,-81.3859
FA62,29.9169,-82.4832
FA63,28.5186,-82.2761
FA64,27.0745,-81.5865
FA65,-28.3684,32.2481
FA69,26.5878,-80.6373
FA71,29.2282,-82.9431
FA73,28.1289,-81.6879
FA74,25.9856,-81.0417
FA78,28.3330,-81.2500
FA81,25.0048,-80.5333
FA83,28.7216,-81.6548
FA84,28.1250,-82.7269
FA86,29.2146,-82.3717
FA88,30.4250,-83.0485
FA89,30.3736,-82.7196
FA92,30.2169,-82.4447
FA93,30.4561,-83.1442
FA94,28.2311,-81.2344
FA99,46.5878,-122.8658
FAA,10.0355,-10.7698
FAAA,-33.5882,18.6182
FAAB,-28.5750,16.5333
FAAE,-32.4664,24.0640
FAAF,-34.7633,20.0364
FAAG,-29.2818,18.8139
FAAK,-26.9869,20.7772
FAAL,-22.6790,29.0555
FAAM,-26.6338,30.6056
FAAN,-30.6811,26.7301
FAAP,-25.6929,27.7827
FAAR,-24.7405,31.5180
FAAS,-33.8380,20.0498
FAB,51.2758,-0.7763
FABA,-25.9763,28.3890
FABB,-26.2386,28.3018
FABD,-30.9809,26.3073
FABE,-32.8971,27.2791
FABF,-30.9709,27.6101
FABG,-24.7025,31.5879
FABH,-25.6587,30.0416
FABK,-32.0350,19.0435
FABL,-29.0927,26.3024
FABM,-28.2484,28.3361
FABO,-27.3668,26.6292
FABP,-27.1297,22.8463
FABR,-25.7171,30.9750
FABS,-25.5323,27.7759
FABT,-31.8732,24.7969
FABU,-28.2734,26.1358
FABV,-30.4678,20.4694
FABW,-32.3000,22.6700
FABX,-28.2450,26.7719
FABZ,-30.8603,29.8639
FAC,-16.6866,-145.3294
FACA,-28.8000,27.4170
FACB,-30.7339,25.0650
FACC,-24.7405,31.5180
FACD,-32.1567,25.6456
FACE,-33.3166,19.4267
FACF,-34.1869,24.8350
FACG,-34.2595,19.4162
FACH,-32.7447,25.7963
FACI,-32.6197,19.0038
FACK,-27.8772,25.2044
FACL,-26.0781,30.0925
FACN,-30.9886,22.1317
FACO,-29.9332,22.2657
FACR,-26.3667,27.3467
FACT,-33.9740,18.6043
FACV,-31.5003,19.7259
FACW,-32.1770,18.8819
FACX,-32.2871,27.1388
FACY,-34.3518,21.4248
FADA,-30.6922,24.0206
FADB,-24.8072,26.8297
FADC,-29.0746,23.8009
FADD,-28.1831,30.2225
FADE,-26.1417,28.6917
FADG,-31.3833,27.0333
FADH,-28.0461,30.0064
FADK,-28.3684,32.2481
FADL,-26.6792,25.4747
FADM,-30.5565,29.4082
FADO,-23.3806,29.3208
FADP,-33.1832,25.1932
FADQ,-27.8494,32.3097
FADR,-26.3543,28.4668
FADS,-33.4556,19.6845
FADU,-25.3628,30.1878
FADV,-26.3590,28.7897
FADX,-33.6495,18.4719
FADY,-30.6365,23.9197
FADZ,-29.7500,29.2500
FAE,-33.4289,-61.5108
FAEC,-29.0472,29.9106
FAED,-29.7500,25.9000
FAEG,-24.5670,30.3170
FAEL,-33.0356,27.8259
FAEM,-28.7200,31.8900
FAEN,-24.1933,28.7350
FAEO,-26.4956,29.9798
FAER,-23.7267,27.6883
FAES,-28.8802,31.4549
FAET,-31.3069,27.8495
FAF,37.1325,-76.6088
FAFB,-28.8231,27.9089
FAFF,-27.2868,28.5146
FAFG,-30.4910,21.1217
FAFO,-32.7905,26.5777
FAFR,-31.9339,21.5025
FAFU,-27.3170,27.2500
FAFW,-25.4772,28.2900
FAG,-30.8522,-58.7067
FAGA,-30.2670,29.9670
FAGC,-25.9863,28.1401
FAGG,-34.0056,22.3789
FAGH,-28.8333,29.4667
FAGI,-23.2833,30.6500
FAGJ,-30.3833,20.0333
FAGL,-25.1869,29.4033
FAGM,-26.2425,28.1512
FAGO,-24.7372,31.5603
FAGR,-32.1936,24.5414
FAGT,-33.2847,26.4981
FAGV,-23.9113,30.6962
FAGW,-31.3939,29.6935
FAGY,-29.1220,30.5867
FAH,32.3667,62.1653
FAHA,-28.0787,26.8612
FAHB,-24.5024,28.0791
FAHC,-29.5528,30.2111
FAHD,-34.0366,24.7889
FAHE,-25.9778,29.6189
FAHF,-33.0461,25.7169
FAHG,-26.5100,28.3900
FAHH,-30.5839,30.5586
FAHI,-30.0133,20.1392
FAHJ,-30.5745,29.9057
FAHK,-25.5872,28.1158
FAHL,-28.0166,32.2752
FAHO,-27.2786,27.9956
FAHP,-27.8217,25.9169
FAHR,-28.2351,29.1062
FAHS,-24.3619,31.0529
FAHT,-24.3619,31.0529
FAHU,-30.5425,29.4990
FAHV,-30.5621,25.5293
FAI,64.8151,-147.8560
FAIA,-27.4867,31.1711
FAID,-32.1000,28.3167
FAIS,-29.1056,31.4075
FAIV,-27.1171,32.0087
FAIW,-31.4833,27.3500
FAJC,-24.5087,31.1421
FAJF,-29.7625,25.4330
FAJP,-33.8307,23.8279
FAJV,-32.9391,24.6707
FAK,57.5322,-135.2130
FAKB,-27.0183,32.7504
FAKD,-26.8711,26.7180
FAKE,-32.6973,28.3563
FAKF,-31.9573,29.1745
FAKG,-26.0933,29.4556
FAKH,-29.3294,21.1918
FAKI,-32.4338,28.6835
FAKK,-28.8086,20.6449
FAKL,-26.2511,29.1947
FAKM,-28.8054,24.7649
FAKN,-25.3833,31.1053
FAKO,-32.5928,27.8758
FAKP,-25.4403,31.9300
FAKR,-26.0808,27.7259
FAKS,-27.6606,27.3158
FAKT,-25.8600,28.4500
FAKU,-27.4566,23.4119
FAKV,-29.4394,24.9886
FAKW,-33.9667,24.3000
FAKX,-33.6703,26.6306
FAKZ,-29.6884,17.0940
FALA,-25.9390,27.9266
FALB,-29.1811,27.4536
FALC,-28.3601,23.4391
FALD,-24.7478,31.4743
FALE,-29.6144,31.1197
FALF,-30.9064,19.4253
FALH,-28.0368,23.0987
FALI,-26.1757,26.1846
FALL,-25.1033,30.4142
FALM,-23.1599,29.6965
FALO,-23.0619,29.8647
FALQ,-28.9861,29.4797
FALR,-33.3370,24.3214
FALS,-33.2462,18.4800
FALW,-32.9689,18.1603
FALY,-28.5817,29.7497
FAM,37.7611,-90.4286
FAMA,-30.3222,28.7942
FAMB,-25.6848,29.4402
FAMC,-31.5472,25.0294
FAMD,-24.8169,31.5441
FAMF,-29.0109,23.8495
FAMG,-30.8574,30.3430
FAMH,-22.3557,29.9862
FAMI,-24.9891,29.2831
FAMJ,-27.0793,29.7785
FAML,-25.8167,25.7167
FAMM,-25.7984,25.5480
FAMN,-25.4736,31.5659
FAMO,-34.1587,22.0557
FAMP,-22.3747,30.8816
FAMQ,-31.0722,28.3761
FAMS,-25.7045,26.9090
FAMT,-31.3896,26.3484
FAMU,-27.6261,32.0443
FAMV,-25.8664,27.8773
FAMX,-27.4814,32.5939
FAMY,-33.4861,18.7103
FAMZ,-26.0500,31.0170
FANA,-27.9140,31.6562
FANC,-27.7706,29.9769
FANE,-8.5493,147.0858
FANG,-24.3890,31.3260
FANH,-29.3560,30.5184
FANL,-25.9785,28.9844
FANS,-25.5000,30.9138
FANV,-31.3911,19.1059
FANX,-33.3475,18.6968
FANY,-24.6861,28.4349
FAO,-3.2306,137.7262
FAOB,-34.5635,20.2524
FAOD,-27.8710,26.6934
FAOF,-27.9617,22.7166
FAOH,-33.6070,22.1890
FAOI,-26.0394,27.5956
FAOL,-24.7330,31.4000
FAON,-28.0449,32.4254
FAOR,-26.1401,28.2468
FAOT,-26.7983,26.0003
FAOY,-26.9839,26.6514
FAP,24.9652,-107.7546
FAPA,-33.5551,26.8817
FAPC,-33.2025,22.0322
FAPD,-29.1417,19.4131
FAPE,-33.9897,25.6174
FAPF,-26.9969,30.8408
FAPG,-34.0882,23.3287
FAPH,-23.9372,31.1554
FAPI,-23.9261,29.4844
FAPJ,-31.6061,29.5218
FAPK,-29.6836,22.7706
FAPL,-27.3622,31.6067
FAPM,-29.6490,30.3987
FAPN,-25.3338,27.1734
FAPO,-24.7851,30.7919
FAPP,-23.8453,29.4586
FAPQ,-22.7700,31.0108
FAPS,-26.6710,27.0819
FAPT,-28.3386,23.0797
FAPU,-33.7108,19.0244
FAPV,-30.0818,24.6796
FAPW,-26.6061,29.3292
FAPX,-34.1013,24.8844
FAPY,-26.8893,27.5034
FAPZ,-33.9264,25.3719
FAQ,-4.6105,141.9601
FAQF,-25.8477,23.5373
FAQT,-31.9202,26.8822
FAR,46.9207,-96.8158
FARA,-26.0846,28.3904
FARB,-28.7410,32.0921
FARD,-34.1117,21.2628
FARG,-25.6443,27.2711
FARI,-27.5472,24.1725
FARM,-31.4235,23.9782
FARO,-24.7778,27.7523
FARS,-33.8122,19.9028
FARZ,-22.7842,28.4303
FAS,-3.1983,141.4720
FASB,-29.6893,17.9396
FASC,-26.5241,29.1701
FASD,-32.9641,17.9693
FASE,-24.9474,31.4488
FASG,-27.1631,25.2861
FASH,-33.9810,18.8223
FASI,-26.2494,28.3983
FASJ,-26.7600,27.7600
FASK,-25.8097,28.1646
FASL,-32.4882,20.6971
FASM,-29.3250,30.1492
FASN,-28.3122,27.6461
FASP,-24.8020,31.4219
FASS,-27.6486,22.9993
FAST,-32.7502,25.5950
FASU,-25.9569,29.2117
FASW,-25.8156,25.8864
FASX,-34.0482,20.4746
FASY,-26.3487,27.7795
FASZ,-24.9609,31.5886
FAT,36.7758,-119.7180
FATA,-26.3520,27.9682
FATB,-24.4161,31.1642
FATD,-24.5255,31.2897
FATF,-28.2600,22.9932
FATG,-24.2811,27.2294
FATH,-23.0769,30.3836
FATI,-24.5761,27.4197
FATM,-32.5667,27.4500
FATN,-29.3178,26.8228
FATR,-32.6397,28.4230
FATT,-26.7751,29.3375
FATW,-27.2050,22.4819
FATZ,-23.8244,30.3293
FAU,22.3548,56.4841
FAUB,-29.7884,29.4983
FAUC,-28.3545,24.2291
FAUG,-31.2200,28.2100
FAUH,-33.7853,25.3833
FAUL,-28.3206,31.4165
FAUP,-28.4002,21.2636
FAUR,-27.6805,30.3168
FAUS,-24.7854,31.3549
FAUT,-31.5464,28.6734
FAV,-16.0541,-145.6570
FAVA,-30.1342,18.5267
FAVB,-26.9824,24.7288
FAVD,-27.4403,29.1531
FAVE,-26.3009,26.8142
FAVF,-31.1658,23.8094
FAVG,-29.7706,31.0584
FAVI,-27.6106,26.6835
FAVM,-22.4481,29.3377
FAVP,-26.6903,27.7771
FAVR,-31.6410,18.5448
FAVS,-27.8346,21.6304
FAVU,-27.3769,29.8600
FAVV,-26.5664,27.9608
FAVW,-31.3994,23.1564
FAVY,-27.7869,30.7964
FAWA,-24.9100,28.3000
FAWB,-25.6539,28.2242
FAWC,-33.6631,19.4153
FAWD,-27.1700,25.9800
FAWE,-24.2046,27.9000
FAWI,-25.8323,29.1920
FAWK,-25.8300,28.2225
FAWL,-31.3836,20.9328
FAWM,-27.9968,26.6633
FAWN,-33.7700,18.7400
FAWO,-33.2633,23.4906
FAWR,-32.5899,28.5185
FAWS,-27.8467,26.3506
FAWT,-24.6601,30.1804
FAWV,-25.3197,30.9708
FAY,34.9912,-78.8803
FAYP,-33.9002,18.4983
FAZ,28.8918,53.7233
FAZP,-32.4722,28.6505
FAZQ,-26.8931,27.6900
FAZR,-25.5990,26.0423
FBA,-2.5326,-66.0832
FBAB,-19.4159,22.5526
FBB,26.0838,-99.5992
FBBP,-18.7704,25.2458
FBBS,-26.8881,20.6921
FBCD,-18.5154,25.4954
FBCH,-18.5344,23.6601
FBCM,-19.5410,22.5910
FBCO,-19.1311,23.1025
FBCT,-19.4671,23.3783
FBD,37.1221,70.5201
FBDT,-19.5337,23.0938
FBDV,-20.9866,23.6576
FBE,-26.0594,-53.0638
FBFT,-21.1592,27.4688
FBG,35.1318,-78.9367
FBGD,-18.6165,22.9159
FBGH,-25.4329,25.4092
FBGM,-19.3380,22.1544
FBGP,-22.6523,24.7536
FBGS,-21.7255,22.3627
FBGU,-18.9540,22.3671
FBGW,-20.1987,25.2187
FBGY,-21.4044,27.6949
FBGZ,-21.6925,21.6581
FBHK,-23.9897,21.7581
FBHU,-19.2765,22.4756
FBHV,-20.9524,23.6692
FBJ,27.3748,-109.9374
FBJA,-19.3163,22.5951
FBJC,-20.4563,25.1507
FBJW,-24.6023,24.6910
FBK,64.8375,-147.6140
FBKA,-24.3306,20.6357
FBKD,-18.2091,23.3872
FBKE,-17.8317,25.1662
FBKG,-23.6780,22.8178
FBKI,-19.6159,23.0423
FBKK,-19.5688,22.8756
FBKN,-21.6274,21.3906
FBKP,-18.4420,23.6887
FBKR,-19.1495,23.7879
FBKW,-18.3610,23.5305
FBKY,-25.0500,25.3167
FBL,44.3284,-93.3125
FBLL,-22.5515,28.4921
FBLN,-18.4608,23.8090
FBM,-11.5915,27.5308
FBMA,-24.3571,26.0902
FBMB,-19.2095,22.7944
FBMG,-23.1846,27.5010
FBMM,-20.3107,23.9078
FBMN,-19.9705,23.4314
FBMO,-20.1859,24.1750
FBMU,-22.2681,20.0311
FBNB,-19.4902,22.7892
FBNN,-19.6802,22.1996
FBNT,-20.2161,26.1589
FBNW,-19.5290,23.1394
FBNX,-18.5992,22.0696
FBOD,-21.4578,21.8057
FBOK,-23.0830,21.8830
FBOM,-19.0175,22.7030
FBOR,-21.2659,25.3197
FBPA,-18.5312,25.6516
FBPM,-21.1592,27.4688
FBPT,-24.2211,25.3473
FBPY,-22.5641,27.1367
FBR,41.3919,-110.4070
FBS,48.5373,-123.0100
FBSG,-18.8233,22.4226
FBSI,-18.1357,24.0670
FBSK,-24.5552,25.9182
FBSL,-18.5792,23.4838
FBSN,-20.5534,26.1158
FBSP,-22.0583,27.8288
FBST,-19.5092,23.6211
FBSV,-18.5185,24.0777
FBSW,-18.3739,21.8326
FBTH,-18.7804,21.7416
FBTL,-22.1919,29.1312
FBTN,-19.5085,25.0781
FBTP,-24.2211,25.3473
FBTS,-26.0345,22.4013
FBTU,-20.1579,22.4493
FBVM,-18.9554,22.8145
FBXA,-19.8777,21.0753
FBXB,-19.5505,23.0548
FBXG,-19.0500,23.0900
FBXI,-19.3855,22.7376
FBXR,-18.7068,23.0937
FBXX,-19.6795,22.8683
FBY,40.1830,-97.1693
FC02,43.9988,12.1079
FC03,44.1948,12.0701
FCA,48.3105,-114.2560
FCB,-28.8231,27.9089
FCBA,-4.0830,14.2330
FCBB,-4.2517,15.2530
FCBD,-2.5169,14.7544
FCBK,-3.7498,14.4903
FCBL,-2.4500,14.5330
FCBM,-4.0149,13.9661
FCBP,-4.3670,14.1500
FCBS,-3.6866,13.3740
FCBT,-4.2830,13.8670
FCBU,-4.2670,13.5330
FCBY,-4.2231,13.2863
FCBZ,-2.8467,13.8212
FCH,36.7324,-119.8200
FCI,37.4065,-77.5250
FCM,44.8272,-93.4571
FCMA,-2.4500,11.6500
FCMB,-2.7170,12.5330
FCMD,-2.8670,12.8670
FCMF,-3.0000,12.0000
FCMG,-3.0330,12.1330
FCMI,-2.7170,11.8830
FCMK,-3.3170,12.6170
FCML,-2.9000,12.3670
FCMM,-2.9500,12.7000
FCMN,-2.9830,12.2000
FCMO,-2.6500,12.8830
FCMR,-2.9000,12.6330
FCMS,-2.8670,11.9500
FCMY,-2.2170,12.8330
FCMZ,-3.1670,12.8670
FCN,53.7677,8.6592
FCO,41.8045,12.2520
FCOB,-1.0310,15.3360
FCOD,-1.2267,15.9100
FCOE,-0.8830,14.8000
FCOG,-1.8294,15.8852
FCOI,1.5900,18.0466
FCOK,-0.0713,14.5066
FCOM,-0.0208,15.5777
FCOO,-0.5246,15.9378
FCOS,1.9983,14.1742
FCOT,3.0576,18.5144
FCOU,1.6160,16.0379
FCPA,-3.4830,12.6170
FCPB,-3.6830,13.2000
FCPD,-4.2063,12.6599
FCPE,-3.4330,12.9330
FCPG,-3.4830,12.3000
FCPI,-3.7000,12.1330
FCPK,-3.9400,11.3089
FCPL,-4.2063,12.6599
FCPN,-4.1441,11.3835
FCPO,-2.8670,12.5330
FCPP,-4.8160,11.8866
FCPY,-4.0485,11.5216
FCQ,19.6101,-88.0743
FCS,38.6784,-104.7570
FCU,-23.0400,-63.7211
FCY,34.9420,-90.7750
FD02,29.4850,-82.0220
FD03,30.8002,-86.4355
FD04,29.0841,-82.0323
FD08,26.4654,-80.1498
FD09,27.8100,-80.8589
FD10,27.7854,-81.6532
FD12,28.2503,-81.3915
FD14,29.3753,-82.0581
FD15,26.9795,-80.2187
FD16,29.9658,-82.8728
FD20,26.8003,-81.4851
FD21,28.3767,-81.1781
FD22,29.6670,-81.9527
FD23,28.8678,-82.1982
FD24,27.2212,-80.5206
FD25,27.5625,-80.4998
FD26,30.9818,-85.4924
FD27,30.3627,-82.2262
FD29,29.1308,-82.1193
FD30,27.4114,-80.5262
FD31,29.9280,-82.7012
FD33,28.2117,-81.9987
FD35,30.4905,-85.8394
FD37,28.1372,-81.2634
FD38,26.6465,-80.2942
FD39,27.1556,-80.6917
FD42,30.2116,-83.0546
FD43,28.5275,-81.4808
FD44,29.4269,-81.6042
FD46,27.7553,-81.5140
FD48,30.2419,-81.4498
FD49,28.7736,-82.1304
FD50,30.1091,-83.1887
FD51,24.6588,-81.4453
FD53,28.4533,-82.2150
FD55,30.6794,-84.3691
FD59,28.4703,-82.2409
FD61,30.1766,-82.9979
FD63,30.5132,-83.1968
FD68,28.7976,-81.6470
FD69,28.5735,-81.5949
FD70,27.3253,-81.0287
FD71,30.0483,-82.9839
FD72,27.1828,-81.3906
FD74,28.0668,-80.9025
FD77,27.7120,-82.2829
FD78,28.6031,-81.8495
FD79,29.0141,-81.9781
FD80,29.5058,-82.9839
FD81,29.7027,-82.4257
FD83,28.2586,-81.3840
FD84,30.1252,-82.6637
FD86,29.0303,-81.4470
FD88,27.3420,-80.5220
FD89,30.8271,-87.3583
FD90,29.1686,-81.2648
FD92,28.7328,-81.0787
FD93,30.6864,-86.7476
FD94,30.7189,-85.6067
FD95,29.9749,-82.9250
FD96,26.8326,-81.0801
FD98,28.7147,-81.2701
FDA,10.5333,-74.2000
FDBM,-26.8670,31.9330
FDBS,-26.8361,31.9200
FDBT,-26.7352,31.7759
FDD,-23.2426,-63.3230
FDE,61.3911,5.7569
FDF,14.5910,-61.0032
FDGL,-27.3201,31.8898
FDH,47.6713,9.5115
FDK,39.4176,-77.3743
FDKB,-26.8815,31.4889
FDMH,-26.0242,31.8100
FDMS,-26.5289,31.3076
FDNG,-25.7981,31.4125
FDNH,-27.1195,31.2121
FDNS,-26.9872,31.9372
FDO,-34.4532,-58.5896
FDR,34.3520,-98.9839
FDSK,-26.3586,31.7169
FDSM,-26.2000,31.9333
FDST,-26.4720,31.9426
FDTM,-26.1064,31.9195
FDTS,-25.9833,31.2000
FDU,-3.3113,17.3817
FDUB,-26.7708,31.9364
FDW,34.3155,-81.1088
FDY,41.0135,-83.6687
FE02,7.9649,23.5260
FE05,44.8123,11.6139
FE11,44.5822,11.9231
FEA,60.6033,-0.8728
FEB,29.2366,81.2153
FEC,-12.2007,-38.9062
FEFA,5.0222,21.1986
FEFB,5.4039,26.4872
FEFC,4.9370,15.8940
FEFD,4.9500,18.7000
FEFE,4.3746,21.1319
FEFF,4.3985,18.5188
FEFG,4.7850,22.7810
FEFI,10.2364,22.7169
FEFK,4.6000,21.8670
FEFM,5.8470,20.6499
FEFN,8.4272,20.6352
FEFO,5.9580,15.6370
FEFP,7.2500,16.4330
FEFQ,6.9830,19.1830
FEFR,6.5278,21.9894
FEFS,6.4920,17.4290
FEFT,4.2216,15.7864
FEFU,5.7330,19.0830
FEFW,8.0106,22.3986
FEFY,6.5200,23.2600
FEFZ,5.0022,25.1019
FEG,40.3588,71.7450
FEGB,5.4330,27.2170
FEGC,6.9170,15.6170
FEGD,6.3000,19.0830
FEGE,5.3330,25.9319
FEGF,7.3141,18.3088
FEGG,4.1330,15.1500
FEGI,5.6830,20.0500
FEGL,9.5811,21.7282
FEGM,5.6940,22.8010
FEGO,8.9000,22.7830
FEGR,4.9886,23.9278
FEGU,6.5170,18.2670
FEGZ,6.3442,16.3219
FEJ,-8.1412,-70.3408
FEN,-3.8545,-32.4230
FEO,3.3539,-73.5778
FEP,42.2462,-89.5820
FET,41.4502,-96.5229
FEZ,33.9273,-4.9780
FFA,36.0182,-75.6713
FFC,33.3573,-84.5718
FFD,51.6836,-1.7892
FFL,41.0530,-91.9801
FFM,46.2844,-96.1567
FFO,39.8261,-84.0483
FFT,38.1817,-84.9068
FFU,-43.1892,-71.8511
FFX,43.4369,-85.9966
FFZ,33.4608,-111.7280
FG05,41.4336,15.5346
FG06,41.5384,15.7172
FG10,41.8752,15.6899
FGAB,-1.4086,5.6242
FGAN,-1.4086,5.6242
FGBT,1.9055,9.8057
FGCO,0.9109,9.3303
FGD,22.6736,-12.7293
FGI,-13.8492,-171.7399
FGM,-6.5096,143.0794
FGMM,1.6368,11.3025
FGMY,1.6764,11.0249
FGSL,3.7553,8.7087
FGU,35.0443,-85.0201
FGX,38.5418,-83.7434
FHAW,-7.9702,-14.3927
FHB,30.6118,-81.4612
FHR,48.5237,-123.0246
FHSH,-15.9589,-5.6461
FHU,31.5874,-110.3482
FHZ,-15.9923,-140.1642
FI01,-39.6952,147.9142
FI03,43.9884,11.3896
FI04,43.8086,11.2028
FID,41.2521,-72.0322
FIE,59.5347,-1.6285
FIG,10.3506,-13.5692
FIH,-4.3857,15.4446
FIK,-25.5947,134.5830
FIL,38.9583,-112.3630
FIM,-33.4661,-61.4842
FIMA,-10.3731,56.6098
FIMP,-20.4302,57.6836
FIMR,-19.7567,63.3593
FIN,-6.6218,147.8541
FIT,42.5541,-71.7590
FIZ,-18.1836,125.5598
FJDG,-7.3133,72.4111
FJR,25.1084,56.3281
FKA,43.6768,-92.1797
FKAB,6.7750,11.8070
FKAF,4.7670,11.2170
FKAG,3.9670,13.2000
FKAO,5.5042,14.0983
FKB,48.7794,8.0805
FKBJ,4.4353,11.9259
FKI,0.4816,25.3380
FKJ,36.1428,136.2240
FKK,62.5425,-153.6230
FKKB,2.8739,9.9778
FKKC,4.0892,9.3605
FKKD,4.0061,9.7195
FKKE,3.6421,10.7909
FKKF,5.7042,9.3064
FKKG,5.8953,10.0339
FKKH,10.0925,14.4456
FKKI,4.4750,14.3625
FKKJ,10.3561,15.2372
FKKL,10.4514,14.2574
FKKM,5.6369,10.7508
FKKN,7.3570,13.5592
FKKO,4.5486,13.7261
FKKR,9.3348,13.3721
FKKS,5.4500,10.0670
FKKT,6.4830,12.6330
FKKU,5.5369,10.3546
FKKV,6.0392,10.1226
FKKW,2.8760,11.1850
FKKY,3.8360,11.5235
FKL,41.3779,-79.8604
FKN,36.6981,-76.9038
FKQ,-2.9205,132.2670
FKR,40.2734,-86.5622
FKS,44.6252,-86.2008
FKYS,3.7226,11.5533
FL00,27.4189,-81.8326
FL01,27.6211,-81.6106
FL02,29.8894,-82.7987
FL03,28.7174,-82.0288
FL04,30.6921,-85.7569
FL07,30.2502,-82.9240
FL08,30.4155,-83.0165
FL09,30.3388,-83.1443
FL10,30.1150,-82.9090
FL11,30.3494,-82.1209
FL12,30.5905,-84.0304
FL13,30.0686,-81.9607
FL16,28.0586,-81.8165
FL17,30.5196,-86.4383
FL18,30.0905,-83.0546
FL19,29.2453,-82.3537
FL27,30.0438,-82.6040
FL28,30.0558,-82.1723
FL29,27.3612,-80.5709
FL31,25.5523,-80.5558
FL33,29.6683,-82.8262
FL34,30.6319,-86.7472
FL35,28.1750,-82.4878
FL36,26.9170,-81.5626
FL37,27.2384,-80.4914
FL40,27.1210,-81.8027
FL41,26.5812,-80.7559
FL42,28.0386,-81.7537
FL43,28.2581,-81.9306
FL48,28.8822,-82.4297
FL5,28.6211,-81.6392
FL50,30.1466,-82.5723
FL52,30.4810,-84.0868
FL54,29.9355,-82.4107
FL55,28.8228,-81.2633
FL58,29.0264,-81.9879
FL59,26.6434,-81.7104
FL60,29.9725,-81.6609
FL62,28.9486,-81.4131
FL66,29.5597,-82.4995
FL67,27.2778,-80.5859
FL72,27.9475,-82.3909
FL74,27.5986,-80.5020
FL75,27.5420,-80.8331
FL77,26.0558,-81.0632
FL78,27.8986,-82.1826
FL80,29.3347,-82.1668
FL81,30.7819,-86.4672
FL82,29.5805,-81.8612
FL83,30.4328,-85.4993
FL84,30.6011,-81.5704
FL86,26.5826,-82.0984
FL88,26.6837,-81.4498
FL90,26.6036,-82.2201
FL91,26.3098,-81.2273
FL95,27.7086,-80.4528
FL97,28.7603,-81.6059
FL99,28.8761,-81.8890
FLA,1.5892,-75.5644
FLAA,-13.7046,29.5106
FLAB,-13.0679,31.7633
FLAI,-13.7557,29.3381
FLAM,-11.2382,33.1607
FLAT,-14.1187,32.0610
FLB,-6.8464,-43.0773
FLBA,-8.8592,31.3364
FLBP,-17.8924,25.8719
FLBW,-12.4289,31.9774
FLCC,-8.4318,29.8051
FLCF,-11.8850,32.5686
FLCG,-15.4964,28.1723
FLCP,-13.5583,32.5872
FLCS,-10.5825,32.0797
FLCU,-15.0540,25.9857
FLD,43.7712,-88.4884
FLEA,-11.6357,29.7359
FLEB,-11.1083,30.3596
FLEC,-14.1167,30.1292
FLED,-14.8330,30.0830
FLEF,-11.1358,30.0154
FLEG,-12.4173,29.4833
FLEH,-12.1503,29.4376
FLF,54.7733,9.3789
FLFW,-13.9751,29.6259
FLG,35.1398,-111.6698
FLGE,-13.4735,25.8578
FLH,-22.6147,-63.6628
FLHN,-17.8215,25.8196
FLIK,-10.1620,32.6598
FLJK,-15.6334,29.6036
FLKB,-9.7981,29.0917
FLKE,-12.5728,27.8939
FLKG,-13.4741,25.0141
FLKK,-15.3308,28.4527
FLKL,-14.9988,22.6484
FLKO,-14.8000,24.7830
FLKS,-10.2102,31.1230
FLKU,-16.5000,22.4170
FLKW,-14.4506,28.3792
FLKY,-8.5250,30.6630
FLKZ,-12.8479,32.0358
FLL,26.0726,-80.1527
FLLA,-13.1431,28.4265
FLLC,-15.4138,28.3307
FLLD,-12.2860,33.1860
FLLG,-10.2453,29.9140
FLLI,-17.8215,25.8196
FLLK,-14.3759,23.2486
FLLO,-16.9830,26.4830
FLLS,-15.3308,28.4527
FLLV,-16.0096,27.2493
FLM,-22.3546,-60.0532
FLMA,-11.1370,28.8726
FLMB,-17.3674,27.1852
FLMF,-13.2589,31.9366
